time,Cache:adminBytes,Cache:avgBatchCACHEMODE,Cache:avgBatchCRITICAL,Cache:avgBatchDAEMON,Cache:avgBatchEVICTORTHREAD,Cache:avgBatchMANUAL,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:nBINsEvictedCACHEMODE,Cache:nBINsEvictedCRITICAL,Cache:nBINsEvictedDAEMON,Cache:nBINsEvictedEVICTORTHREAD,Cache:nBINsEvictedMANUAL,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsStripped,Cache:nBatchesCACHEMODE,Cache:nBatchesCRITICAL,Cache:nBatchesDAEMON,Cache:nBatchesEVICTORTHREAD,Cache:nBatchesMANUAL,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nEvictPasses,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesScanned,Cache:nNodesSelected,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsEvictedCACHEMODE,Cache:nUpperINsEvictedCRITICAL,Cache:nUpperINsEvictedDAEMON,Cache:nUpperINsEvictedEVICTORTHREAD,Cache:nUpperINsEvictedMANUAL,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:requiredEvictBytes,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:cleanerBackLog,Cleaning:fileDeletionBacklog,Cleaning:lnSizeCorrectionFactor,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerProbeRuns,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nToBeCleanedLNsProcessed,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:G1 Old Generation.count,Jvm:G1 Old Generation.time,Jvm:G1 Young Generation.count,Jvm:G1 Young Generation.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,Op:cursorDelete,Op:cursorGetCurrent,Op:cursorGetFirst,Op:cursorGetLast,Op:cursorGetNext,Op:cursorGetNextDup,Op:cursorGetNextNoDup,Op:cursorGetPrev,Op:cursorGetPrevDup,Op:cursorGetPrevNoDup,Op:cursorPut,Op:cursorPutCurrent,Op:cursorPutNoDupData,Op:cursorPutNoOverwrite,Op:dbDelete,Op:dbGet,Op:dbGetSearchBoth,Op:dbPut,Op:dbPutNoDupData,Op:dbPutNoOverWrite,Op:dbRemoveSequence,Op:dosCursorGetNext,Op:secondaryCursorDelete,Op:secondaryCursorGetCurrent,Op:secondaryCursorGetFirst,Op:secondaryCursorGetLast,Op:secondaryCursorGetNext,Op:secondaryCursorGetNextDup,Op:secondaryCursorGetNextNoDup,Op:secondaryCursorGetPrev,Op:secondaryCursorGetPrevDup,Op:secondaryCursorGetPrevNoDup,Op:secondaryDbDelete,Op:secondaryDbGet,Op:secondaryDbGetSearchBoth
2021-06-27T12:01:02Z,161,0,0,0,0,0,9644132,1467,6498243,0,0,0,0,0,0,9274,0,0,0,0,0,0,0,278,7,0,-15,1,6,2398,0,0,0,0,0, ,0,0,0,0,0,0,8876,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624794062201,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,64,72489264,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,8507,0,732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27T12:02:02Z,161,0,0,0,0,0,9712420,1467,6566531,0,0,0,0,0,0,9210,0,0,0,0,0,0,0,281,7,0,-18,1,6,2573,0,0,0,0,0, ,0,0,0,0,0,0,8827,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624794062201,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,38,39771448,-1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,350,0,14,0,700,0,0,0,0,0,0,0,0,0,0,8490,0,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27T12:03:02Z,161,0,0,0,0,0,9885404,1467,6739515,0,0,0,0,0,0,9626,0,0,0,0,0,0,0,292,7,0,-20,1,6,2302,0,0,0,0,0, ,0,0,0,0,0,0,9075,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624794062201,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,35,76523048,-1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,8559,0,1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27T12:04:02Z,161,0,0,0,0,0,10073756,1467,6927867,0,0,0,0,0,0,10036,0,0,0,0,0,0,0,300,7,0,-21,1,6,2447,0,0,0,0,0, ,0,0,0,0,0,0,9479,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624794062201,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,35,51070240,-1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,8954,0,1040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27T12:05:02Z,161,0,0,0,0,0,10201236,1467,7055347,0,0,0,0,0,0,9569,0,0,0,0,0,0,0,305,7,0,-23,1,6,2425,0,0,0,0,0, ,0,0,0,0,0,0,9135,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624794062201,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,34,61180400,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,8728,0,806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27T12:06:02Z,161,0,0,0,0,0,10296700,1467,7150811,0,0,0,0,0,0,9895,0,0,0,0,0,0,0,310,7,0,-26,1,6,2797,0,0,0,0,0, ,0,0,0,0,0,0,9465,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624794062201,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,34,68837152,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,350,0,14,0,700,0,0,0,0,0,0,0,0,0,0,9083,0,754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27T12:07:02Z,161,0,0,0,0,0,10479452,1467,7333563,0,0,0,0,0,0,10556,0,0,0,0,0,0,0,317,7,0,-28,1,6,2502,0,0,0,0,0, ,0,0,0,0,0,0,9986,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624794062201,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,40,92970120,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,9445,0,1072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27T12:08:02Z,161,0,0,0,0,0,10714844,1467,7568955,0,0,0,0,0,0,11274,0,0,0,0,0,0,0,326,7,0,-31,1,6,2651,0,0,0,0,0, ,0,0,0,0,0,0,10572,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624794062201,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,41,54599472,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,9907,0,1316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27T12:09:02Z,161,0,0,0,0,0,10906348,1467,7760459,0,0,0,0,0,0,10474,0,0,0,0,0,0,0,337,8,0,-32,1,6,2673,0,0,0,0,0, ,0,0,0,0,0,0,9895,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624794062201,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,54,72483016,-1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,350,0,14,0,700,0,0,0,0,0,0,0,0,0,0,9352,0,1072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27T12:10:02Z,161,0,0,0,0,0,10991612,1467,7845723,0,0,0,0,0,0,8826,0,0,0,0,0,0,0,340,8,0,-35,1,6,2198,0,0,0,0,0, ,0,0,0,0,0,0,8513,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624794062201,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,41,87898344,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,8230,0,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27T12:11:02Z,161,0,0,0,0,0,11102748,1467,7956859,0,0,0,0,0,0,9389,0,0,0,0,0,0,0,345,8,0,-38,1,6,2450,0,0,0,0,0, ,0,0,0,0,0,0,8905,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624794062201,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,42,40722360,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,350,0,14,0,700,0,0,0,0,0,0,0,0,0,0,8465,0,870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27T12:12:02Z,161,0,0,0,0,0,11279532,1467,8133643,0,0,0,0,0,0,9696,0,0,0,0,0,0,0,352,8,0,-39,1,6,2269,0,0,0,0,0, ,0,0,0,0,0,0,9164,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624794062201,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,43,81864496,-1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,8660,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27T12:13:02Z,161,0,0,0,0,0,11500460,1467,8354571,0,0,0,0,0,0,10285,0,0,0,0,0,0,0,362,8,0,-42,1,6,2300,0,0,0,0,0, ,0,0,0,0,0,0,9660,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624794062201,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,42,97967656,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,9066,0,1172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27T12:14:02Z,161,0,0,0,0,0,11646780,1467,8500891,0,0,0,0,0,0,9747,0,0,0,0,0,0,0,368,8,0,-44,1,6,2462,0,0,0,0,0, ,0,0,0,0,0,0,9223,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624794062201,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,32,44509112,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,8735,0,968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27T12:15:02Z,161,0,0,0,0,0,11792084,1467,8646195,0,0,0,0,0,0,9672,0,0,0,0,0,0,0,374,8,0,-46,1,6,2374,0,0,0,0,0, ,0,0,0,0,0,0,9204,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624794062201,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,34,56248776,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,8764,0,870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27T12:16:02Z,161,0,0,0,0,0,11903396,1467,8757507,0,0,0,0,0,0,9369,0,0,0,0,0,0,0,380,8,0,-49,1,6,2422,0,0,0,0,0, ,0,0,0,0,0,0,8902,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624794062201,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,41,50381944,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,350,0,14,0,700,0,0,0,0,0,0,0,0,0,0,8478,0,836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27T12:17:02Z,161,0,0,0,0,0,12067292,1467,8921403,0,0,0,0,0,0,9282,0,0,0,0,0,0,0,390,8,0,-51,1,6,2115,0,0,0,0,0, ,0,0,0,0,0,0,8788,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624794062201,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,31,97319160,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,8320,0,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27T12:18:02Z,161,0,0,0,0,0,12248892,1467,9103003,0,0,0,0,0,0,9505,0,0,0,0,0,0,0,396,8,0,-53,1,6,2092,0,0,0,0,0, ,0,0,0,0,0,0,8913,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624794062201,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,32,99311312,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,8357,0,1104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27T12:19:02Z,161,0,0,0,0,0,12330444,1467,9184555,0,0,0,0,0,0,9232,0,0,0,0,0,0,0,401,8,0,-55,1,6,2416,0,0,0,0,0, ,0,0,0,0,0,0,8853,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624794062201,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,32,94593728,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,8509,0,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27T12:20:02Z,161,0,0,0,0,0,12384372,1467,9238483,0,0,0,0,0,0,8807,0,0,0,0,0,0,0,404,8,0,-57,1,6,2478,0,0,0,0,0, ,0,0,0,0,0,0,8479,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624794062201,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,26,85614624,-1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,350,0,14,0,700,0,0,0,0,0,0,0,0,0,0,8192,0,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27T12:21:02Z,161,0,0,0,0,0,12545372,1467,9399483,0,0,0,0,0,0,9525,0,0,0,0,0,0,0,409,8,0,-60,1,6,2174,0,0,0,0,0, ,0,0,0,0,0,0,9029,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624794062201,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,32,75409056,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,8567,0,916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27T12:22:02Z,161,0,0,0,0,0,12619684,1467,9473795,0,0,0,0,0,0,9164,0,0,0,0,0,0,0,415,9,0,-62,1,6,2571,0,0,0,0,0, ,0,0,0,0,0,0,8806,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624794062201,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,37,57956216,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,350,0,14,0,700,0,0,0,0,0,0,0,0,0,0,8482,0,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27T12:23:02Z,161,0,0,0,0,0,12853924,1467,9708035,0,0,0,0,0,0,10901,0,0,0,0,0,0,0,427,9,0,-64,1,6,2569,0,0,0,0,0, ,0,0,0,0,0,0,10233,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624794062201,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,29,43780136,-1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,9597,0,1254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27T12:24:02Z,161,0,0,0,0,0,13010436,1467,9864547,0,0,0,0,0,0,10312,0,0,0,0,0,0,0,429,9,0,-69,1,6,2490,0,0,0,0,0, ,0,0,0,0,0,0,9772,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624794062201,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,28,56088536,-1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,9283,0,972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27T12:25:02Z,161,0,0,0,0,0,13044684,1467,9898795,0,0,0,0,0,0,8587,0,0,0,0,0,0,0,434,9,0,-72,1,6,2392,0,0,0,0,0, ,0,0,0,0,0,0,8323,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624794062201,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,33,98198176,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,8097,0,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27T12:26:02Z,161,0,0,0,0,0,13223132,1467,10077243,0,0,0,0,0,0,9707,0,0,0,0,0,0,0,441,9,0,-73,1,6,2411,0,0,0,0,0, ,0,0,0,0,0,0,9149,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624794062201,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,65,83798528,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,8630,0,1028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27T12:27:02Z,161,0,0,0,0,0,13688396,1467,10542507,0,0,0,0,0,0,13125,0,0,0,0,0,0,0,464,9,0,-75,1,6,2539,0,0,0,0,0, ,0,0,0,0,0,0,12014,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624794062201,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,31,77679384,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,10934,0,2128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27T12:28:02Z,161,0,0,0,0,0,14053940,1467,10908051,0,0,0,0,0,0,12374,0,0,0,0,0,0,0,478,11,0,-76,1,7,2535,0,0,0,0,0, ,0,0,0,0,0,0,11584,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624794062201,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,36,105804064,-1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,10604,0,1722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27T12:29:02Z,161,0,0,0,0,0,14312700,1467,11166811,0,0,0,0,0,0,11113,0,0,0,0,0,0,0,490,11,0,-78,1,7,2470,0,0,0,0,0, ,0,0,0,0,0,0,11102,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624794062201,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,29,42236576,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,9727,0,1336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27T12:30:02Z,161,0,0,0,0,0,14627236,1467,11481347,0,0,0,0,0,0,12298,0,0,0,0,0,0,0,501,11,0,-81,1,7,2824,0,0,0,0,0, ,0,0,0,0,0,0,12285,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624794062201,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,29,44983840,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,350,0,14,0,700,0,0,0,0,0,0,0,0,0,0,10558,0,1680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
